host_id,host_name,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,license,host_since,host_since_years_months
14384914,Love,100%,FALSE,3,Verified,Unlicensed,2014-04-17,"10 years, 6 months"
29278028,Alexis,0%,TRUE,8,Verified,Unlicensed,2015-03-13,"9 years, 7 months"
146615800,Nikolas,100%,TRUE,2,Verified,Unlicensed,2017-08-18,"7 years, 2 months"
1191142,Lady Jay,,FALSE,1,Verified,Unlicensed,2011-09-21,"13 years, 1 months"
469086,Ilan,100%,TRUE,1,Verified,OSE-STRREG-0000427,2011-03-28,"13 years, 7 months"
36159435,Cornelia,0%,FALSE,2,Verified,Unlicensed,2015-06-18,"9 years, 4 months"
488130450,Roger,100%,TRUE,1,Verified,OSE-STRREG-0000426,2022-11-17,"1 years, 11 months"
222081034,Vida,100%,TRUE,3,Verified,Unlicensed,2018-10-22,"6 years, 0 months"
196211856,Tarun,,FALSE,2,Verified,Unlicensed,2018-06-17,"6 years, 4 months"
572186642,Sabhrina,100%,TRUE,2,Verified,OSE-STRREG-0000029,2024-04-13,"0 years, 6 months"
4303663,Sarah,100%,FALSE,2,Verified,Unlicensed,2012-12-02,"11 years, 11 months"
1119058,Ruben,100%,TRUE,1,Verified,Unlicensed,2011-09-06,"13 years, 2 months"
7701331,Zarith,,FALSE,1,Unverified,Unlicensed,2013-07-24,"11 years, 3 months"
5479559,Michael,67%,FALSE,1,Verified,Unlicensed,2013-03-15,"11 years, 7 months"
3992566,Clay,100%,TRUE,7,Verified,Unlicensed,2012-10-27,"12 years, 0 months"
513003509,Romer Hell'S Kitchen New York City,100%,TRUE,5,Verified,OSE-STRREG-0000023,2023-05-03,"1 years, 6 months"
47773961,Jhovana,100%,TRUE,2,Verified,Unlicensed,2015-10-30,"9 years, 0 months"
495439249,RoomPicks,96%,FALSE,1255,Unverified,Exempt,2023-01-10,"1 years, 9 months"
58366,Linna,,FALSE,1,Verified,Unlicensed,2009-11-29,"14 years, 11 months"
44760213,Robert,100%,TRUE,2,Verified,Unlicensed,2015-09-21,"9 years, 1 months"
364960386,LeeAnne,100%,FALSE,1,Verified,Unlicensed,2020-08-29,"4 years, 2 months"
16323123,Sara,80%,TRUE,1,Verified,OSE-STRREG-0001338,2014-06-03,"10 years, 5 months"
428576478,Ryan,96%,TRUE,366,Verified,Unlicensed,2021-10-22,"3 years, 0 months"
419476200,Amanda,,FALSE,1,Verified,Unlicensed,2021-08-21,"3 years, 2 months"
94669,Keithan,100%,TRUE,2,Verified,Unlicensed,2010-03-16,"14 years, 7 months"
473309072,Yari,33%,FALSE,1,Verified,Unlicensed,2022-08-04,"2 years, 3 months"
364330890,Romario,90%,FALSE,5,Verified,Unlicensed,2020-08-25,"4 years, 2 months"
26955105,Danny,75%,FALSE,1,Verified,Unlicensed,2015-01-30,"9 years, 9 months"
475322393,Manuela,25%,FALSE,3,Verified,Unlicensed,2022-08-16,"2 years, 2 months"
19531668,Nicholas,100%,FALSE,6,Verified,Unlicensed,2014-08-05,"10 years, 3 months"
40023709,Perry,100%,FALSE,2,Verified,Unlicensed,2015-07-30,"9 years, 3 months"
537476912,Brian,100%,FALSE,6,Verified,Unlicensed,2023-09-16,"1 years, 1 months"
223667060,Rachel,0%,FALSE,1,Unverified,Unlicensed,2018-11-01,"6 years, 0 months"
3237504,Aspen,,FALSE,2,Verified,Unlicensed,2012-08-12,"12 years, 2 months"
139884352,Janicia,,FALSE,1,Verified,Unlicensed,2017-07-11,"7 years, 3 months"
3975734,Rob,100%,FALSE,1,Verified,Unlicensed,2012-10-25,"12 years, 0 months"
14995408,Valentin,,FALSE,2,Verified,Unlicensed,2014-05-02,"10 years, 6 months"
22162980,Tom Hank,100%,TRUE,3,Verified,Exempt,2014-10-05,"10 years, 1 months"
99865195,Sam,100%,FALSE,1,Verified,Unlicensed,2016-10-16,"8 years, 0 months"
270631254,Peter,100%,TRUE,5,Verified,Unlicensed,2019-06-23,"5 years, 4 months"
284919848,Marie,50%,FALSE,1,Unverified,Unlicensed,2019-08-12,"5 years, 2 months"
5704932,Victor,93%,TRUE,5,Verified,Unlicensed,2013-03-31,"11 years, 7 months"
128707088,Nazila,0%,FALSE,2,Verified,Unlicensed,2017-05-03,"7 years, 6 months"
14379366,Perry,100%,TRUE,2,Verified,Unlicensed,2014-04-16,"10 years, 6 months"
5147704,Michael,0%,FALSE,1,Verified,Unlicensed,2013-02-19,"11 years, 8 months"
44853980,Heather,0%,FALSE,1,Verified,Unlicensed,2015-09-22,"9 years, 1 months"
14278133,Sharif,100%,FALSE,6,Verified,Unlicensed,2014-04-14,"10 years, 6 months"
23827868,Gal,75%,FALSE,12,Verified,Unlicensed,2014-11-16,"9 years, 11 months"
3587751,David,100%,FALSE,2,Verified,Exempt,2012-09-16,"12 years, 1 months"
6136695,Anthony,83%,FALSE,1,Verified,Unlicensed,2013-04-28,"11 years, 6 months"
309329,Eilon,100%,FALSE,1,Verified,Unlicensed,2010-12-04,"13 years, 11 months"
16237288,Etty,,FALSE,1,Verified,Unlicensed,2014-06-01,"10 years, 5 months"
26676816,Alan,0%,FALSE,2,Verified,Unlicensed,2015-01-25,"9 years, 9 months"
446383801,Bianca,,TRUE,1,Verified,Unlicensed,2022-02-22,"2 years, 8 months"
5452701,Jean-Marc,100%,FALSE,4,Verified,Unlicensed,2013-03-13,"11 years, 7 months"
433972903,Anthony,80%,FALSE,19,Verified,Unlicensed,2021-11-29,"2 years, 11 months"
19932998,Bryce And João,,FALSE,5,Verified,Unlicensed,2014-08-13,"10 years, 2 months"
504353612,Nieves,100%,FALSE,6,Verified,Unlicensed,2023-03-07,"1 years, 8 months"
40120855,Matthew,50%,FALSE,1,Verified,Unlicensed,2015-07-31,"9 years, 3 months"
122044489,Tonie,,FALSE,1,Verified,Unlicensed,2017-03-22,"7 years, 7 months"
201868461,Coco,100%,FALSE,1,Verified,Unlicensed,2018-07-12,"6 years, 3 months"
32605338,Aliesha,17%,FALSE,2,Verified,Unlicensed,2015-05-04,"9 years, 6 months"
60901751,Adela,100%,FALSE,1,Verified,Unlicensed,2016-02-29,"8 years, 8 months"
7245580,David,100%,FALSE,1,Verified,Unlicensed,2013-07-02,"11 years, 4 months"
2733815,Ashley,,FALSE,3,Verified,Unlicensed,2012-06-25,"12 years, 4 months"
81464802,Lyon,,TRUE,1,Unverified,OSE-STRREG-0002516,2016-07-03,"8 years, 4 months"
440507344,Isabel,100%,FALSE,1,Verified,Unlicensed,2022-01-14,"2 years, 9 months"
459946669,Scott,90%,FALSE,5,Verified,Unlicensed,2022-05-19,"2 years, 5 months"
500811896,Shah,0%,FALSE,3,Verified,Unlicensed,2023-02-12,"1 years, 8 months"
169423,Holly,83%,TRUE,4,Verified,Unlicensed,2010-07-17,"14 years, 3 months"
81764323,Lucas,,TRUE,2,Verified,Unlicensed,2016-07-04,"8 years, 4 months"
941998,Travis,100%,FALSE,4,Verified,Unlicensed,2011-08-08,"13 years, 3 months"
10590692,Wade,100%,TRUE,3,Verified,OSE-STRREG-0001482,2013-12-12,"10 years, 10 months"
375344103,Karen,,FALSE,3,Verified,Unlicensed,2020-11-11,"3 years, 11 months"
201813089,Peter,100%,TRUE,4,Verified,OSE-STRREG-0001454,2018-07-12,"6 years, 3 months"
99683151,Christina,73%,FALSE,12,Verified,Unlicensed,2016-10-14,"8 years, 0 months"
480748439,PIMG Housing,100%,FALSE,9,Verified,Unlicensed,2022-09-23,"2 years, 1 months"
24740457,Max,100%,FALSE,1,Verified,Unlicensed,2014-12-11,"9 years, 11 months"
359026356,Stefani,33%,FALSE,2,Unverified,Unlicensed,2020-07-28,"4 years, 3 months"
13669059,Nancy,17%,FALSE,2,Verified,Unlicensed,2014-03-29,"10 years, 7 months"
101883929,Timothy,100%,TRUE,1,Verified,Unlicensed,2016-10-30,"8 years, 0 months"
1474660,Elizabeth,100%,TRUE,2,Verified,Unlicensed,2011-12-05,"12 years, 11 months"
20273041,Taylor,100%,FALSE,1,Verified,Unlicensed,2014-08-19,"10 years, 2 months"
446770142,Madison Square Garden New York City,100%,FALSE,5,Verified,Exempt,2022-02-25,"2 years, 8 months"
27107891,Kossivi,,FALSE,2,Verified,Unlicensed,2015-02-02,"9 years, 9 months"
269609725,Cristina,90%,FALSE,1,Verified,Unlicensed,2019-06-18,"5 years, 4 months"
508738336,Klading,100%,TRUE,1,Verified,Unlicensed,2023-04-05,"1 years, 7 months"
4909308,Francesco,100%,TRUE,1,Verified,OSE-STRREG-0001255,2013-01-30,"11 years, 9 months"
567253349,Irene,29%,FALSE,1,Verified,Unlicensed,2024-03-15,"0 years, 7 months"
77226038,Gayla,100%,TRUE,3,Unverified,Unlicensed,2016-06-12,"8 years, 4 months"
174838471,Renato,100%,TRUE,2,Verified,OSE-STRREG-0000985,2018-02-22,"6 years, 8 months"
7610841,Jenny,100%,FALSE,3,Verified,Unlicensed,2013-07-20,"11 years, 3 months"
21429624,Ghazi,,FALSE,2,Verified,Unlicensed,2014-09-17,"10 years, 1 months"
15570509,Helen,100%,TRUE,1,Verified,Unlicensed,2014-05-15,"10 years, 5 months"
5741089,Shaye,100%,TRUE,4,Verified,Unlicensed,2013-04-02,"11 years, 7 months"
21838149,Marcia,100%,TRUE,1,Verified,OSE-STRREG-0000822,2014-09-27,"10 years, 1 months"
3136103,Jordan,100%,TRUE,3,Verified,OSE-STRREG-0000874,2012-08-02,"12 years, 3 months"
11045893,Kimberly Nicky,100%,FALSE,1,Verified,Unlicensed,2014-01-05,"10 years, 10 months"
849492,Kathrine,100%,TRUE,1,Verified,Unlicensed,2011-07-21,"13 years, 3 months"
232251881,Lakshmee,,FALSE,12,Verified,Unlicensed,2018-12-24,"5 years, 10 months"
495796281,Bella,93%,FALSE,8,Verified,Exempt,2023-01-12,"1 years, 9 months"
2023694,Nicole,,TRUE,1,Verified,Unlicensed,2012-03-28,"12 years, 7 months"
3728810,Darja,,FALSE,4,Verified,Unlicensed,2012-10-01,"12 years, 1 months"
60046,John,100%,TRUE,2,Verified,Unlicensed,2009-12-04,"14 years, 11 months"
2983089,Robert,100%,TRUE,1,Verified,Unlicensed,2012-07-18,"12 years, 3 months"
322957771,Kervins,100%,FALSE,2,Verified,Unlicensed,2019-12-31,"4 years, 10 months"
402569,Celia,,FALSE,1,Verified,Unlicensed,2011-02-21,"13 years, 8 months"
14061805,Diego,100%,FALSE,1,Verified,Unlicensed,2014-04-08,"10 years, 7 months"
3726366,Damian,100%,TRUE,2,Verified,Unlicensed,2012-10-01,"12 years, 1 months"
40160128,Mathias,,FALSE,22,Verified,Unlicensed,2015-07-31,"9 years, 3 months"
68082479,Sunshine,100%,Not Available,13,Verified,Unlicensed,2016-04-20,"8 years, 6 months"
75400978,Tiffany,100%,FALSE,1,Verified,Unlicensed,2016-06-02,"8 years, 5 months"
382163659,Perri,100%,TRUE,4,Verified,OSE-STRREG-0000226,2020-12-29,"3 years, 10 months"
15300025,Anastasia,,FALSE,1,Verified,Unlicensed,2014-05-09,"10 years, 6 months"
2215648,Davey,,FALSE,1,Verified,Unlicensed,2012-04-24,"12 years, 6 months"
62773733,Meredith,80%,FALSE,2,Verified,Unlicensed,2016-03-13,"8 years, 7 months"
21380187,Mark,100%,FALSE,1,Verified,Unlicensed,2014-09-15,"10 years, 1 months"
246928,Simone,100%,FALSE,1,Verified,Unlicensed,2010-09-27,"14 years, 1 months"
52268836,Shawn,63%,FALSE,5,Verified,Unlicensed,2015-12-25,"8 years, 10 months"
8011670,Joel,100%,FALSE,3,Verified,Unlicensed,2013-08-07,"11 years, 3 months"
49664668,Brendan,17%,FALSE,2,Unverified,Unlicensed,2015-11-22,"8 years, 11 months"
1516947,Mil,100%,TRUE,1,Unverified,Unlicensed,2011-12-18,"12 years, 10 months"
3508670,Zeshaan,100%,FALSE,1,Verified,Unlicensed,2012-09-08,"12 years, 1 months"
4194830,Stephanie,100%,FALSE,2,Verified,Unlicensed,2012-11-19,"11 years, 11 months"
39455276,Doug,90%,FALSE,3,Verified,Unlicensed,2015-07-24,"9 years, 3 months"
62316,Sam,22%,FALSE,6,Verified,Unlicensed,2009-12-11,"14 years, 11 months"
67067520,Gordon,100%,TRUE,2,Verified,Unlicensed,2016-04-13,"8 years, 6 months"
117932348,Deborah,100%,TRUE,4,Verified,Unlicensed,2017-02-24,"7 years, 8 months"
170534355,Gabriella,100%,TRUE,1,Verified,Unlicensed,2018-01-29,"6 years, 9 months"
65923548,Stephen,100%,TRUE,4,Unverified,Unlicensed,2016-04-05,"8 years, 7 months"
3494371,Shelley,100%,TRUE,1,Verified,Unlicensed,2012-09-06,"12 years, 2 months"
17026738,Camila,,FALSE,2,Verified,Unlicensed,2014-06-20,"10 years, 4 months"
79289737,Yochanan,100%,TRUE,4,Verified,Unlicensed,2016-06-22,"8 years, 4 months"
4259154,Christine,100%,TRUE,3,Verified,Unlicensed,2012-11-27,"11 years, 11 months"
342054,Violetta,100%,FALSE,1,Verified,Unlicensed,2011-01-10,"13 years, 10 months"
2321877,Stephano,67%,FALSE,2,Verified,Unlicensed,2012-05-08,"12 years, 6 months"
324460,Samir,100%,TRUE,2,Verified,Unlicensed,2010-12-21,"13 years, 10 months"
27181542,JT Urban,99%,FALSE,110,Verified,Unlicensed,2015-02-03,"9 years, 9 months"
458965,Mercedes,,FALSE,6,Verified,Unlicensed,2011-03-23,"13 years, 7 months"
4549199,Kara,0%,FALSE,3,Verified,Unlicensed,2013-01-01,"11 years, 10 months"
364955,Ruperto,100%,TRUE,3,Verified,Unlicensed,2011-01-27,"13 years, 9 months"
155255550,Preston,100%,TRUE,1,Verified,Unlicensed,2017-10-19,"7 years, 0 months"
558571328,Andrew,,FALSE,2,Verified,Unlicensed,2024-01-25,"0 years, 9 months"
92841026,Marilenis,100%,TRUE,3,Verified,Unlicensed,2016-08-31,"8 years, 2 months"
119530858,Jessica,100%,TRUE,1,Verified,OSE-STRREG-0000755,2017-03-06,"7 years, 8 months"
577631343,Daniel,100%,FALSE,3,Verified,Unlicensed,2024-05-14,"0 years, 5 months"
156548486,Victor,,FALSE,2,Verified,Unlicensed,2017-10-28,"7 years, 0 months"
6456799,Cheryl,,FALSE,3,Verified,Unlicensed,2013-05-18,"11 years, 5 months"
1273081,Nick,100%,TRUE,1,Verified,Unlicensed,2011-10-10,"13 years, 0 months"
41154782,Kelly Gabrielle,0%,FALSE,1,Unverified,Unlicensed,2015-08-11,"9 years, 2 months"
9317567,Suzy,100%,TRUE,2,Verified,Unlicensed,2013-10-08,"11 years, 0 months"
12300501,Paul,,TRUE,2,Verified,Unlicensed,2014-02-16,"10 years, 8 months"
47054080,Lucie,100%,FALSE,2,Verified,Unlicensed,2015-10-20,"9 years, 0 months"
518288113,María Del Carmen,0%,FALSE,1,Verified,Unlicensed,2023-06-04,"1 years, 5 months"
325570729,Guillermo,100%,FALSE,2,Verified,Unlicensed,2020-01-08,"4 years, 10 months"
557157941,Angel,100%,FALSE,1,Verified,Exempt,2024-01-17,"0 years, 9 months"
534416056,Ana,100%,TRUE,5,Verified,Exempt,2023-08-28,"1 years, 2 months"
5354200,Chantal,,FALSE,2,Verified,Unlicensed,2013-03-06,"11 years, 8 months"
555572149,Deemir,100%,TRUE,1,Verified,Exempt,2024-01-09,"0 years, 9 months"
2899508,Tom & Jennifer,93%,TRUE,2,Verified,Unlicensed,2012-07-11,"12 years, 3 months"
105461266,Stephen,100%,TRUE,2,Verified,Unlicensed,2016-11-28,"7 years, 11 months"
16168122,Clarence,,TRUE,2,Verified,Unlicensed,2014-05-30,"10 years, 5 months"
571469426,Hudson,0%,FALSE,1,Verified,Unlicensed,2024-04-09,"0 years, 6 months"
514902148,Mr,0%,FALSE,1,Verified,Unlicensed,2023-05-15,"1 years, 5 months"
275061156,Donna,100%,TRUE,1,Verified,Unlicensed,2019-07-10,"5 years, 3 months"
482894767,Kylie,98%,TRUE,6,Verified,Exempt,2022-10-09,"2 years, 0 months"
448326434,Boomerang,100%,FALSE,57,Verified,Unlicensed,2022-03-06,"2 years, 8 months"
95786,Vincent,,FALSE,4,Verified,Unlicensed,2010-03-18,"14 years, 7 months"
504353612,Nieves,100%,FALSE,6,Verified,OSE-STRREG-0005831,2023-03-07,"1 years, 8 months"
202781377,Eva,100%,FALSE,4,Verified,Unlicensed,2018-07-16,"6 years, 3 months"
570731559,Luxury Experiences,100%,FALSE,2,Verified,OSE-STRREG-0000276,2024-04-05,"0 years, 7 months"
20366520,Lachlan,0%,FALSE,2,Verified,Unlicensed,2014-08-21,"10 years, 2 months"
10630723,Nancy,100%,TRUE,9,Verified,Unlicensed,2013-12-15,"10 years, 10 months"
485676052,Catherine,100%,FALSE,1,Unverified,Unlicensed,2022-10-30,"2 years, 0 months"
112420628,Sasha,,FALSE,2,Verified,Unlicensed,2017-01-20,"7 years, 9 months"
563298552,Emilian,,FALSE,1,Unverified,Unlicensed,2024-02-21,"0 years, 8 months"
7658123,Angela Del Sol,29%,FALSE,6,Verified,Unlicensed,2013-07-22,"11 years, 3 months"
3136103,Jordan,100%,TRUE,3,Verified,Unlicensed,2012-08-02,"12 years, 3 months"
27483010,Veronica,100%,TRUE,1,Verified,OSE-STRREG-0000732,2015-02-09,"9 years, 9 months"
129443696,Andrea,100%,TRUE,2,Verified,Unlicensed,2017-05-08,"7 years, 6 months"
135272642,Stefanie Jane,80%,TRUE,1,Verified,Unlicensed,2017-06-15,"7 years, 4 months"
590189543,Matthew,100%,FALSE,3,Verified,Unlicensed,2024-07-16,"0 years, 3 months"
18170444,Sebastian,,FALSE,5,Verified,Unlicensed,2014-07-15,"10 years, 3 months"
37503617,Sonia,,FALSE,1,Verified,Unlicensed,2015-07-04,"9 years, 4 months"
30214212,Michael,100%,TRUE,1,Verified,Unlicensed,2015-03-29,"9 years, 7 months"
4936739,Bindia,100%,TRUE,1,Verified,Unlicensed,2013-02-02,"11 years, 9 months"
118199454,Michael,100%,FALSE,1,Verified,Unlicensed,2017-02-26,"7 years, 8 months"
423868584,Thawatchai,,FALSE,2,Verified,Unlicensed,2021-09-20,"3 years, 1 months"
1600626,Nikita,100%,TRUE,3,Verified,Unlicensed,2012-01-12,"12 years, 9 months"
2413839,Jaime,40%,FALSE,4,Unverified,Unlicensed,2012-05-19,"12 years, 5 months"
28723229,Nick,,FALSE,2,Verified,Unlicensed,2015-03-04,"9 years, 8 months"
3801047,Anna,,FALSE,2,Verified,Unlicensed,2012-10-08,"12 years, 0 months"
5362257,Ron,,FALSE,1,Verified,Unlicensed,2013-03-07,"11 years, 8 months"
2055744,Hila,,FALSE,1,Verified,Unlicensed,2015-07-02,"9 years, 4 months"
10459563,Kristin,,FALSE,7,Verified,Unlicensed,2013-12-05,"10 years, 11 months"
36903246,Dana,,FALSE,4,Verified,Unlicensed,2015-06-27,"9 years, 4 months"
17265086,Katie,,FALSE,1,Verified,Unlicensed,2014-06-25,"10 years, 4 months"
26271616,Ian,,FALSE,2,Unverified,Unlicensed,2015-01-17,"9 years, 9 months"
50080673,Eric,,FALSE,1,Unverified,Unlicensed,2015-11-28,"8 years, 11 months"
74873757,Tracey,,FALSE,2,Verified,Unlicensed,2016-05-30,"8 years, 5 months"
700231,Benjamin,,FALSE,2,Verified,Unlicensed,2011-06-14,"13 years, 4 months"
2736755,Marian,,FALSE,2,Verified,Unlicensed,2012-06-25,"12 years, 4 months"
17870643,Matt,,FALSE,2,Unverified,Unlicensed,2014-07-09,"10 years, 4 months"
5251483,Sasha,,FALSE,1,Verified,Unlicensed,2013-02-27,"11 years, 8 months"
14635561,Eve,100%,FALSE,1,Verified,OSE-STRREG-0001010,2014-04-23,"10 years, 6 months"
32306916,Vin,,FALSE,1,Verified,Unlicensed,2015-05-01,"9 years, 6 months"
2303270,Zeina,,FALSE,1,Verified,Unlicensed,2012-05-06,"12 years, 6 months"
16300649,Daniel,,FALSE,3,Verified,Unlicensed,2014-06-02,"10 years, 5 months"
75085688,Mark,,FALSE,1,Unverified,Unlicensed,2016-05-31,"8 years, 5 months"
46269861,Natalia,60%,FALSE,3,Verified,Exempt,2015-10-11,"9 years, 0 months"
28868609,John,,FALSE,1,Verified,Unlicensed,2015-03-06,"9 years, 8 months"
586409,Ahmed,100%,FALSE,1,Verified,Unlicensed,2011-05-14,"13 years, 5 months"
22806807,Jesse,,FALSE,4,Verified,Unlicensed,2014-10-21,"10 years, 0 months"
9946550,Andrew,,FALSE,1,Verified,Unlicensed,2013-11-11,"10 years, 12 months"
14726038,Kimberly,,FALSE,1,Verified,Unlicensed,2014-04-25,"10 years, 6 months"
574070308,Artem,100%,FALSE,4,Verified,Unlicensed,2024-04-24,"0 years, 6 months"
22846970,Paige,,FALSE,1,Verified,Unlicensed,2014-10-22,"10 years, 0 months"
297794139,Hello,,FALSE,3,Unverified,Unlicensed,2019-09-25,"5 years, 1 months"
20337316,Matt,,FALSE,2,Verified,Unlicensed,2014-08-21,"10 years, 2 months"
11123843,Pattricia,,FALSE,1,Verified,Unlicensed,2014-01-08,"10 years, 10 months"
5259567,Ross,,FALSE,2,Verified,Unlicensed,2013-02-27,"11 years, 8 months"
18282,Daniel,,FALSE,2,Verified,Unlicensed,2009-05-21,"15 years, 5 months"
64938416,Oren,,FALSE,1,Unverified,Unlicensed,2016-03-29,"8 years, 7 months"
351883834,Ana,100%,FALSE,1,Verified,Unlicensed,2020-06-25,"4 years, 4 months"
221266,James,,FALSE,1,Unverified,Unlicensed,2010-09-02,"14 years, 2 months"
64534798,Olivia Loksing,,FALSE,1,Unverified,Unlicensed,2016-03-26,"8 years, 7 months"
50588693,Robb,,FALSE,1,Verified,Unlicensed,2015-12-05,"8 years, 11 months"
299404927,Daniel,,FALSE,1,Verified,Unlicensed,2019-10-02,"5 years, 1 months"
64765550,Stefano,,FALSE,1,Verified,Unlicensed,2016-03-28,"8 years, 7 months"
42399786,Braydon,,FALSE,1,Verified,Unlicensed,2015-08-24,"9 years, 2 months"
299394723,Belle,,FALSE,1,Unverified,Unlicensed,2019-10-01,"5 years, 1 months"
72701423,Isaac,,FALSE,1,Verified,Unlicensed,2016-05-18,"8 years, 5 months"
6004716,Rosalyn,,FALSE,1,Verified,Unlicensed,2013-04-19,"11 years, 6 months"
3894475,Kyle,100%,FALSE,4,Verified,Unlicensed,2012-10-16,"12 years, 0 months"
47099125,Alexandra,0%,FALSE,4,Verified,Unlicensed,2015-10-21,"9 years, 0 months"
12996782,Carol,,FALSE,2,Verified,Unlicensed,2014-03-10,"10 years, 8 months"
154984900,Bidya,,FALSE,2,Verified,Unlicensed,2017-10-17,"7 years, 0 months"
306996701,The Evelyn Hotel,100%,TRUE,6,Verified,Exempt,2019-11-04,"5 years, 0 months"
21269488,Shirley,,FALSE,1,Verified,Unlicensed,2014-09-13,"10 years, 1 months"
4751930,Martin,100%,FALSE,2,Verified,Unlicensed,2013-01-18,"11 years, 9 months"
15762897,Davey,,FALSE,1,Verified,Unlicensed,2014-05-20,"10 years, 5 months"
50904121,Alex,,FALSE,1,Verified,Unlicensed,2015-12-09,"8 years, 11 months"
5744488,Lindsay,,FALSE,1,Unverified,Unlicensed,2013-04-03,"11 years, 7 months"
57070933,Yiin,,FALSE,2,Verified,Unlicensed,2016-02-02,"8 years, 9 months"
39956905,Can,,FALSE,2,Verified,Unlicensed,2015-07-29,"9 years, 3 months"
40591396,Eric,,FALSE,1,Unverified,Unlicensed,2015-08-05,"9 years, 3 months"
44321906,Julie,100%,FALSE,1,Verified,Unlicensed,2015-09-16,"9 years, 1 months"
16064632,Blakely,50%,FALSE,2,Verified,Unlicensed,2014-05-27,"10 years, 5 months"
35997506,Michael,,FALSE,1,Unverified,Unlicensed,2015-06-16,"9 years, 4 months"
10388850,David,100%,FALSE,2,Verified,Unlicensed,2013-12-02,"10 years, 11 months"
39639929,John,,FALSE,1,Verified,Unlicensed,2015-07-26,"9 years, 3 months"
50839249,Alexandra,,FALSE,2,Verified,Unlicensed,2015-12-08,"8 years, 11 months"
51099309,Nathan And Brock,,FALSE,1,Verified,Unlicensed,2015-12-11,"8 years, 11 months"
79289737,Yochanan,100%,TRUE,4,Verified,OSE-STRREG-0000329,2016-06-22,"8 years, 4 months"
66240027,Bianca,,FALSE,1,Verified,Unlicensed,2016-04-07,"8 years, 7 months"
1799971,Kim,100%,TRUE,6,Verified,Unlicensed,2012-02-23,"12 years, 8 months"
7614268,Ronnie,,FALSE,1,Unverified,Unlicensed,2013-07-20,"11 years, 3 months"
51300628,Peter,,FALSE,1,Verified,Unlicensed,2015-12-14,"8 years, 10 months"
51348096,Stanley,,FALSE,1,Verified,Unlicensed,2015-12-14,"8 years, 10 months"
31876151,Stephen,,FALSE,2,Verified,Unlicensed,2015-04-24,"9 years, 6 months"
18066933,Emily,,FALSE,2,Verified,Unlicensed,2014-07-13,"10 years, 3 months"
480603123,Angel,97%,FALSE,13,Verified,Unlicensed,2022-09-22,"2 years, 1 months"
489734,Andrew,,FALSE,2,Verified,Unlicensed,2011-04-06,"13 years, 7 months"
10396448,Caroline,,FALSE,1,Verified,Unlicensed,2013-12-02,"10 years, 11 months"
12264492,Dolly,100%,FALSE,4,Verified,Unlicensed,2014-02-15,"10 years, 8 months"
430077990,Karen,,TRUE,1,Verified,Unlicensed,2021-11-02,"3 years, 0 months"
20754989,Jasmina,,FALSE,2,Verified,Unlicensed,2014-08-31,"10 years, 2 months"
7461203,Christopher,,FALSE,1,Verified,Unlicensed,2013-07-13,"11 years, 3 months"
521130390,Paulette,100%,FALSE,2,Unverified,Unlicensed,2023-06-20,"1 years, 4 months"
44223203,Mike,,FALSE,1,Verified,Unlicensed,2015-09-15,"9 years, 1 months"
41411803,Dan,,FALSE,1,Verified,Unlicensed,2015-08-13,"9 years, 2 months"
31502455,Jonathan,,FALSE,1,Verified,Unlicensed,2015-04-19,"9 years, 6 months"
7236336,Daniela,,FALSE,1,Verified,Unlicensed,2013-07-02,"11 years, 4 months"
6608183,Elena,,FALSE,1,Verified,Unlicensed,2013-05-27,"11 years, 5 months"
1702298,Sofia,,FALSE,2,Unverified,Unlicensed,2012-02-05,"12 years, 9 months"
4797755,William,,FALSE,1,Verified,Unlicensed,2013-01-21,"11 years, 9 months"
7367006,Juanjo,,FALSE,4,Verified,Unlicensed,2013-07-09,"11 years, 4 months"
41201538,Faith,,FALSE,3,Verified,Unlicensed,2015-08-11,"9 years, 2 months"
24976518,Mike,,FALSE,1,Verified,Unlicensed,2014-12-18,"9 years, 10 months"
51499758,Sabra,,FALSE,1,Unverified,Unlicensed,2015-12-16,"8 years, 10 months"
104228825,Adam,,FALSE,2,Unverified,Unlicensed,2016-11-18,"7 years, 11 months"
29235148,Ehi,,FALSE,1,Verified,Unlicensed,2015-03-12,"9 years, 7 months"
36481476,Chloe,100%,FALSE,1,Verified,Unlicensed,2015-06-22,"9 years, 4 months"
16260491,Gregory,,FALSE,2,Verified,Unlicensed,2014-06-01,"10 years, 5 months"
254359674,Jennifer,90%,TRUE,4,Verified,Unlicensed,2019-04-09,"5 years, 7 months"
7763913,Dawn,,FALSE,1,Verified,Unlicensed,2013-07-27,"11 years, 3 months"
598090,Adrienne,,FALSE,1,Verified,Unlicensed,2011-05-17,"13 years, 5 months"
29599415,Zhaoyu,,FALSE,2,Verified,Unlicensed,2015-03-18,"9 years, 7 months"
16430135,Hannes,,FALSE,2,Verified,Unlicensed,2014-06-05,"10 years, 5 months"
3470630,David,,FALSE,1,Verified,Unlicensed,2012-09-04,"12 years, 2 months"
163314228,Michelle,100%,FALSE,1,Verified,Unlicensed,2017-12-19,"6 years, 10 months"
7304123,Aaron,100%,FALSE,2,Verified,Unlicensed,2013-07-05,"11 years, 4 months"
556490269,John,100%,TRUE,1,Verified,Exempt,2024-01-14,"0 years, 9 months"
